Block,Area_m2,MeanDepth_m,Volume_m3
Block-724,1200.0,1.58,1822.2
Block-725,2800.0,1.66,4559.4
Block-726,1500.0,3.6,5147.5
Block-727,1900.0,2.19,4244.6
Block-728,4200.0,1.75,7156.9
Block-729,2100.0,1.76,3636.6
Block-730,900.0,1.31,1205.1
Block-731,1500.0,1.96,3102.1
Block-732,8200.0,3.72,31555.9
Block-733,5600.0,0.27,4773.4
Block-734,3000.0,1.46,4755.5
Block-735,2200.0,1.38,3238.6
Block-736,1900.0,1.78,3366.9
Block-737,900.0,1.98,1738.2
Block-738,900.0,0.8,728.3
Block-739,3500.0,2.06,7753.9
Block-740,3900.0,3.81,14550.8
Block-741,4000.0,2.43,10225.6
Block-742,900.0,1.73,1564.5
Block-743,2200.0,0.24,860.4
Block-744,4600.0,1.41,6995.3
Block-745,1900.0,1.67,3240.3
Block-746,6100.0,4.59,28481.8
Block-747,2100.0,1.08,2253.4
Block-748,900.0,1.93,1728.8
Block-749,6000.0,2.35,13896.2
Block-750,900.0,2.86,2546.4
Block-751,1200.0,0.35,479.0
Block-752,1600.0,2.67,4316.8
Block-753,87600.0,4.32,378699.0
Block-754,1200.0,1.06,1290.5
Block-755,32700.0,3.4,116628.9
Block-756,900.0,2.58,2364.4
Block-757,2700.0,2.61,7093.7
Block-758,6000.0,2.51,15508.4
Block-759,3600.0,2.98,11219.4
Block-760,1200.0,1.74,2097.7
Block-761,900.0,2.45,2225.0
Block-762,900.0,2.17,1962.9
Block-763,900.0,1.25,1100.4
Block-764,900.0,2.08,1878.9
Block-765,900.0,2.25,2025.2
Block-766,6300.0,2.63,16713.9
Block-767,8800.0,3.23,28945.9
Block-768,1400.0,1.08,1624.3
Block-769,1500.0,1.97,2867.1
Block-770,4100.0,1.45,7254.9
Block-771,900.0,1.29,1193.6
Block-772,3500.0,2.76,9986.8
Block-773,2000.0,0.52,1298.1
Block-774,1200.0,2.78,3295.5
Block-775,900.0,1.75,1516.6
Block-776,2900.0,1.1,3206.5
Block-777,29400.0,1.68,60530.1
Block-778,900.0,1.79,1648.3
Block-779,900.0,0.87,817.3
Block-780,2100.0,2.09,4504.7
Block-781,2600.0,3.7,9437.1
Block-782,900.0,0.71,673.7
Block-783,900.0,2.14,1908.7
Block-784,5700.0,3.45,18156.8
Block-785,32800.0,0.96,49687.7
Block-786,2000.0,1.31,3011.5
Block-787,4100.0,0.36,2095.9
Block-788,1200.0,1.85,2342.5
Block-789,900.0,0.84,810.1
Block-790,1200.0,2.77,3340.6
Block-791,900.0,1.64,1487.0
Block-792,16700.0,7.33,118885.5
Block-793,9800.0,2.0,21806.7
Block-794,900.0,1.63,1495.9
Block-795,900.0,2.09,1912.0
Block-796,1200.0,1.6,1943.9
Block-797,2600.0,3.41,8806.2
Block-798,1200.0,1.91,2226.0
Block-799,4800.0,2.5,12346.5
Block-800,900.0,2.39,2210.3
Block-801,3300.0,2.91,10416.2
Block-802,900.0,2.05,1849.1
Block-803,3700.0,3.81,14564.1
Block-804,6300.0,2.23,13887.4
Block-805,3800.0,1.81,6910.4
Block-806,900.0,1.41,1233.9
Block-807,7900.0,2.65,22783.6
Block-808,2200.0,3.07,6786.6
Block-809,8300.0,0.4,6874.4
Block-810,900.0,0.67,639.1
Block-811,3400.0,3.44,11835.0
Block-812,900.0,0.73,823.5
Block-813,900.0,0.56,537.6
Block-814,6800.0,3.59,24369.0
Block-815,3800.0,1.78,7953.8
Block-816,15300.0,3.9,64949.1
Block-817,900.0,2.09,1854.2
Block-818,14800.0,0.06,13171.0
Block-819,25400.0,0.29,31395.5
Block-820,900.0,0.95,932.0
Block-821,900.0,1.2,1071.8
Block-822,900.0,0.64,584.4
Block-823,1500.0,0.62,894.4
Block-824,1900.0,0.63,1172.1
Block-825,900.0,1.79,1654.2
Block-826,2100.0,2.46,5286.7
Block-827,900.0,1.7,1561.2
Block-828,10100.0,2.4,27086.0
Block-829,4400.0,1.76,7949.9
Block-830,6000.0,1.62,10192.4
Block-831,5900.0,1.69,11783.5
Block-832,3900.0,2.46,9696.6
Block-833,3000.0,1.48,4667.2
Block-834,3100.0,3.26,9509.9
Block-835,1500.0,2.51,3950.9
Block-836,7700.0,0.59,7413.8
Block-837,900.0,1.67,1498.5
Block-838,900.0,0.85,783.2
Block-839,900.0,1.75,1623.0
Block-840,19200.0,4.54,90381.5
Block-841,1600.0,2.83,4618.8
Block-842,2500.0,2.04,5654.7
Block-843,6300.0,0.78,5455.8
Block-844,900.0,2.44,2196.0
Block-845,11300.0,-0.19,4615.2
Block-846,5200.0,1.19,7514.6
Block-847,1700.0,1.58,2727.9
Block-848,3400.0,3.13,10730.4
Block-849,900.0,0.88,884.0
Block-850,900.0,1.34,1198.4
Block-851,3400.0,2.58,8670.8
Block-852,6400.0,0.58,5131.1
Block-853,1900.0,2.23,4398.0
Block-854,13500.0,4.33,57276.5
Block-855,2000.0,0.94,1653.4
Block-856,3100.0,2.49,7534.7
Block-857,40400.0,2.7,132910.4
Block-858,1200.0,2.03,2465.8
Block-859,900.0,1.85,1697.1
Block-860,900.0,1.85,1667.1
Block-861,3000.0,1.44,4240.4
Block-862,8300.0,-0.16,4052.2
Block-863,8100.0,4.81,38902.2
Block-864,4800.0,2.53,12237.8
Block-865,1200.0,0.8,1007.0
Block-866,2500.0,2.04,5557.2
Block-867,3900.0,5.41,18660.9
Block-868,900.0,2.92,2611.8
Block-869,1200.0,1.83,2283.5
Block-870,900.0,3.5,3115.6
Block-871,16400.0,2.66,47869.8
Block-872,21500.0,3.15,73084.6
Block-873,2300.0,2.4,5793.0
Block-874,900.0,2.1,1924.3
Block-875,900.0,1.75,1548.4
Block-876,900.0,0.44,437.5
Block-877,7600.0,1.42,11755.2
Block-878,1200.0,1.68,2060.5
Block-879,8900.0,3.03,27772.8
Block-880,2500.0,2.97,7042.7
Block-881,76500.0,2.05,194892.7
Block-882,6700.0,1.7,11522.5
Block-883,900.0,1.32,1186.9
Block-884,3300.0,2.24,7311.5
Block-885,1200.0,0.68,838.0
Block-886,9900.0,2.69,28477.1
Block-887,5900.0,1.26,8757.4
Block-888,5000.0,2.23,11889.3
Block-889,3600.0,5.61,17581.3
Block-890,2400.0,2.6,5954.9
Block-891,900.0,1.5,1341.0
Block-892,6900.0,2.39,18016.9
Block-893,20100.0,2.19,41918.7
Block-894,1200.0,3.37,4116.6
Block-895,3000.0,1.91,5521.1
Block-896,31500.0,3.74,115973.2
Block-897,1600.0,1.43,2325.4
Block-898,900.0,2.57,2345.1
Block-899,36700.0,2.29,95182.0
Block-900,2600.0,2.88,7036.6
Block-901,1200.0,1.64,1981.0
Block-902,900.0,1.51,1357.2
Block-903,900.0,2.12,1922.9
Block-904,3000.0,0.26,998.3
Block-905,54400.0,6.61,332871.3
Block-906,900.0,0.7,651.1
Block-907,3400.0,1.37,5157.5
Block-908,1500.0,2.68,4148.5
Block-909,5900.0,1.49,9481.6
Block-910,5500.0,2.41,13077.7
Block-911,2700.0,0.81,2319.4
Block-912,1800.0,1.7,2993.2
Block-913,4900.0,1.55,7692.6
Block-914,900.0,1.96,1747.5
Block-915,900.0,1.94,1804.8
Block-916,9600.0,1.53,14641.9
Block-917,2700.0,2.43,6539.6
Block-918,1900.0,2.1,4267.4
Block-919,1800.0,2.01,3634.0
Block-920,11700.0,3.14,37318.0
Block-921,900.0,1.24,1155.6
Block-922,1500.0,1.52,2240.6
Block-923,10700.0,2.79,31588.3
Block-924,900.0,1.42,1251.3
Block-925,6200.0,1.62,11670.5
Block-926,3900.0,-0.26,567.6
Block-927,3300.0,1.52,6377.3
Block-928,7000.0,3.61,24155.3
Block-929,1200.0,1.21,1451.9
Block-930,8200.0,1.66,13522.5
Block-931,2100.0,1.36,2840.7
Block-932,1200.0,1.57,1905.5
Block-933,900.0,1.66,1516.4
Block-934,900.0,2.89,2618.4
Block-935,3500.0,2.66,9847.7
Block-936,16500.0,0.86,17586.9
Block-937,900.0,1.33,1224.7
Block-938,900.0,1.73,1561.9
Block-939,1500.0,2.25,3301.1
Block-940,4800.0,-0.67,818.7
Block-941,1500.0,1.3,2027.0
Block-942,1600.0,3.07,4943.8
Block-943,6700.0,2.98,20872.9
Block-944,2300.0,1.91,4995.0
Block-945,5400.0,2.08,11459.3
Block-946,3600.0,0.98,3957.1
Block-947,4100.0,1.15,4780.4
Block-948,15200.0,3.49,54247.4
Block-949,8600.0,2.48,21984.8
Block-950,2800.0,3.05,9008.7
Block-951,900.0,1.21,1060.5
Block-952,25100.0,2.54,62008.8
Block-953,40900.0,3.78,149901.6
Block-954,1500.0,1.14,1799.4
Block-955,8800.0,0.51,5095.1
Block-956,900.0,1.14,1053.5
Block-957,900.0,1.73,1569.0
Block-958,7300.0,3.99,27695.1
Block-959,33200.0,1.29,47477.6
Block-960,900.0,1.31,1193.2
Block-961,3000.0,2.34,7053.2
Block-962,900.0,1.78,1683.4
Block-963,7800.0,0.46,9583.2
Block-964,3000.0,2.07,6483.5
Block-965,15600.0,3.87,67567.2
Block-966,26200.0,1.7,50223.8
Block-967,7000.0,3.88,24758.2
Block-968,2900.0,3.2,9080.1
Block-969,900.0,2.04,1919.2
Block-970,3500.0,2.23,7549.5
Block-971,1200.0,2.43,2921.7
Block-972,2700.0,2.07,5508.0
Block-973,3100.0,1.77,6160.2
Block-974,1200.0,1.35,1687.5
Block-975,13200.0,0.04,5363.8
Block-976,9000.0,1.55,18202.5
Block-977,900.0,1.99,1852.1
Block-978,1200.0,0.78,975.1
Block-979,900.0,1.9,1733.5
Block-980,900.0,2.08,1888.2
Block-981,11000.0,1.78,25256.8
Block-982,1200.0,1.47,1812.9
Block-983,4800.0,2.47,11644.0
Block-984,900.0,1.24,1109.2
Block-985,3700.0,2.56,9340.9
Block-986,1900.0,1.87,3563.6
Block-987,1200.0,1.61,1901.1
Block-988,900.0,1.95,1829.1
Block-989,900.0,1.93,1711.8
Block-990,900.0,1.64,1595.7
Block-991,3300.0,1.77,6126.0
Block-992,67500.0,4.32,319561.5
Block-993,4200.0,3.45,15798.8
Block-994,1500.0,2.46,3789.5
Block-995,4900.0,3.09,16446.0
Block-996,14700.0,3.73,60620.7
Block-997,1500.0,1.32,2007.6
Block-998,1200.0,2.22,2725.4
Block-999,1400.0,1.78,2447.8
Block-1000,900.0,0.83,728.2
Block-1001,900.0,1.64,1434.4
Block-1002,1800.0,2.95,5212.5
Block-1003,27500.0,2.86,93079.0
Block-1004,6800.0,2.71,20304.2
Block-1005,2400.0,3.14,7479.7
Block-1006,12000.0,0.42,11303.1
Block-1007,1900.0,2.02,3654.4
Block-1008,2300.0,2.13,4714.9
Block-1009,900.0,0.64,577.5
Block-1010,1200.0,0.61,811.9
Block-1011,900.0,0.93,843.3
Block-1012,1200.0,3.66,4358.2
Block-1013,29400.0,5.78,159436.5
Block-1014,1800.0,1.75,3362.1
Block-1015,6400.0,3.76,23045.9
Block-1016,900.0,0.99,964.5
Block-1017,48700.0,5.02,238956.8
Block-1018,6100.0,-0.02,1357.4
Block-1019,7800.0,2.81,22391.8
Block-1020,2000.0,1.09,2066.2
Block-1021,11400.0,3.61,41522.4
Block-1022,2900.0,1.68,5157.4
Block-1023,900.0,1.3,1133.3
Block-1024,2700.0,3.11,7854.0
Block-1025,91700.0,7.0,621336.4
Block-1026,900.0,2.82,2489.9
Block-1027,2900.0,3.45,10055.7
Block-1028,900.0,1.9,1678.9
Block-1029,4400.0,2.35,10438.0
Block-1030,10800.0,2.97,34670.2
Block-1031,3300.0,3.47,12012.2
Block-1032,7300.0,3.58,25129.2
Block-1033,1700.0,1.43,2374.0
Block-1034,1800.0,2.02,3936.0
Block-1035,3900.0,2.95,11241.1
Block-1036,156600.0,1.29,260304.4
Block-1037,1200.0,0.89,1092.1
Block-1038,15500.0,3.18,48983.5
Block-1039,900.0,0.98,906.5
Block-1040,9600.0,2.26,23575.5
Block-1041,2200.0,2.51,5589.9
Block-1042,900.0,1.48,1339.0
Block-1043,900.0,1.86,1708.2
Block-1044,9400.0,2.79,25179.3
Block-1045,6200.0,1.87,15321.5
Block-1046,3400.0,1.7,8002.6
Block-1047,11000.0,5.03,54915.4
Block-1048,1600.0,0.79,1282.3
Block-1049,5200.0,2.52,13202.9
Block-1050,900.0,2.34,2088.6
Block-1051,69100.0,3.66,329445.5
Block-1052,3100.0,1.88,6031.3
Block-1053,38900.0,1.22,62152.2
Block-1054,900.0,2.64,2375.2
Block-1055,2700.0,2.97,8209.0
Block-1056,24800.0,4.16,108054.3
Block-1057,4200.0,2.97,12419.8
Block-1058,17000.0,3.56,61304.5
Block-1059,1200.0,1.93,2259.5
Block-1060,16600.0,0.37,16169.0
Block-1061,46700.0,4.89,219231.2
Block-1062,6200.0,3.92,24778.5
Block-1063,900.0,1.06,948.0
Block-1064,19800.0,4.71,93011.8
Block-1065,1800.0,1.37,2414.2
Block-1066,14600.0,4.23,61829.5
Block-1067,2400.0,1.71,4136.3
Block-1068,2100.0,1.88,4213.7
Block-1069,3300.0,1.77,6181.8
Block-1070,3900.0,0.17,1090.0
Block-1071,1200.0,2.13,2660.0
Block-1072,4700.0,4.01,17259.5
Block-1073,3900.0,1.94,7686.7
Block-1074,104400.0,4.28,421765.0
Block-1075,20900.0,3.15,70876.5
Block-1076,10800.0,4.33,44755.8
Block-1077,1200.0,1.99,2446.2
Block-1078,6400.0,3.0,19518.9
Block-1079,6300.0,4.15,25652.4
Block-1080,900.0,1.88,1751.7
Block-1081,3500.0,3.82,12730.4
Block-1082,124600.0,2.6,328058.4
Block-1083,900.0,1.61,1484.0
Block-1084,900.0,2.45,2180.6
Block-1085,900.0,3.18,2873.7
Block-1086,900.0,1.24,1159.5
Block-1087,17800.0,0.32,40577.9
Block-1088,2500.0,3.98,10115.1
Block-1089,900.0,0.55,524.1
Block-1090,900.0,2.37,2118.3
Block-1091,9300.0,0.94,12301.2
Block-1092,1500.0,0.7,1085.8
Block-1093,900.0,2.35,2121.4
Block-1094,900.0,2.29,2051.8
Block-1095,2100.0,0.0,204.6
Block-1096,2600.0,2.07,5321.1
Block-1097,40700.0,2.68,114186.3
Block-1098,36500.0,9.66,316585.3
Block-1099,1700.0,3.42,6022.9
Block-1100,4200.0,2.39,9753.1
Block-1101,1200.0,1.9,2483.6
Block-1102,900.0,0.39,389.4
Block-1103,10300.0,2.36,23996.3
Block-1104,10800.0,2.8,30398.7
Block-1105,6000.0,1.88,11773.3
Block-1106,900.0,1.78,1612.6
Block-1107,5200.0,-0.16,1063.3
Block-1108,3900.0,1.08,4305.8
Block-1109,60000.0,5.33,321242.4
Block-1110,5900.0,1.72,10551.8
Block-1111,1200.0,2.06,2455.1
Block-1112,1800.0,3.31,5971.9
Block-1113,900.0,1.35,1207.0
Block-1114,4500.0,0.72,3650.0
Block-1115,13400.0,2.67,36878.1
Block-1116,4900.0,2.98,14286.9
Block-1117,12400.0,2.88,34871.3
Block-1118,3100.0,1.15,3504.0
Block-1119,3000.0,1.86,5532.7
Block-1120,48800.0,3.65,174138.0
Block-1121,7900.0,0.91,12270.1
Block-1122,2700.0,3.08,8332.0
Block-1123,6100.0,3.38,23379.5
Block-1124,19900.0,5.3,99796.9
Block-1125,4700.0,2.28,11374.8
Block-1126,1800.0,2.42,4420.5
Block-1127,900.0,2.02,1806.4
Block-1128,900.0,1.05,984.3
Block-1129,4800.0,1.15,5375.2
Block-1130,5300.0,3.24,18200.5
Block-1131,1200.0,2.53,3017.5
Block-1132,1500.0,1.83,2787.4
Block-1133,900.0,2.25,2034.3
Block-1134,4100.0,2.72,10910.1
Block-1135,41800.0,4.39,169953.9
Block-1136,2200.0,2.17,4868.9
Block-1137,2600.0,1.32,3384.7
Block-1138,1500.0,1.41,2111.3
Block-1139,1500.0,2.26,3477.2
Block-1140,900.0,0.76,722.3
Block-1141,20600.0,2.7,62701.7
Block-1142,900.0,0.36,443.1
Block-1143,31400.0,4.89,163588.7
Block-1144,1500.0,1.6,2328.8
Block-1145,900.0,1.73,1619.9
Block-1146,2300.0,2.47,5703.9
Block-1147,18500.0,2.22,42054.5
Block-1148,57200.0,3.68,193570.3
Block-1149,2400.0,2.26,5905.2
Block-1150,2800.0,2.29,6441.2
Block-1151,1400.0,1.09,1418.3
Block-1152,1800.0,2.31,4183.2
Block-1153,1200.0,1.73,2212.1
Block-1154,2700.0,1.0,2773.5
Block-1155,900.0,1.24,1205.8
Block-1156,900.0,1.65,1447.8
Block-1157,14200.0,0.1,13193.5
Block-1158,2800.0,1.12,3649.5
Block-1159,6800.0,0.62,6023.5
Block-1160,8300.0,1.13,11739.2
Block-1161,1400.0,1.36,1904.5
Block-1162,900.0,1.94,1836.8
Block-1163,5300.0,1.71,10766.8
Block-1164,71000.0,2.9,218116.4
Block-1165,11700.0,2.77,32702.8
Block-1166,3900.0,3.18,12510.5
Block-1167,900.0,1.22,1076.2
Block-1168,1200.0,2.24,2718.3
Block-1169,1200.0,1.57,1884.3
Block-1170,4200.0,2.96,12003.7
Block-1171,900.0,2.6,2354.9
Block-1172,900.0,1.78,1717.6
Block-1173,15900.0,1.66,30167.0
Block-1174,900.0,1.3,1174.1
Block-1175,2200.0,1.23,2835.4
Block-1176,900.0,1.99,1785.9
Block-1177,900.0,0.08,118.3
Block-1178,2200.0,1.72,3923.6
Block-1179,13200.0,1.34,18452.7
Block-1180,24500.0,2.16,57635.1
Block-1181,900.0,1.89,1710.4
Block-1182,900.0,1.51,1397.4
Block-1183,18300.0,2.7,49567.5
Block-1184,7200.0,2.68,19377.5
Block-1185,3400.0,2.46,8013.1
Block-1186,243800.0,3.47,942373.3
Block-1187,9400.0,-0.17,5533.6
Block-1188,900.0,1.64,1494.6
Block-1189,1700.0,3.38,5740.5
Block-1190,22400.0,0.57,21238.8
Block-1191,4600.0,3.11,14686.1
Block-1192,2400.0,3.71,8736.1
Block-1193,2300.0,1.69,3650.6
Block-1194,3900.0,2.05,7874.1
Block-1195,900.0,0.71,660.8
Block-1196,1500.0,1.04,1524.2
Block-1197,1500.0,1.92,3024.4
Block-1198,34400.0,3.0,114665.6
Block-1199,5400.0,4.15,21456.3
Block-1200,16700.0,4.03,68888.1
Block-1201,7500.0,-2.73,0.0
Block-1202,4300.0,1.6,7321.0
Block-1203,2100.0,1.75,3546.2
Block-1204,2000.0,2.26,4438.8
Block-1205,1500.0,0.94,1501.7
Block-1206,8400.0,4.07,36758.0
Block-1207,1900.0,2.45,4566.9
Block-1208,900.0,0.64,567.9
Block-1209,1200.0,1.1,1354.9
Block-1210,2400.0,0.19,639.3
Block-1211,20800.0,2.49,51701.4
Block-1212,20500.0,3.79,74576.5
Block-1213,2600.0,1.9,4911.2
Block-1214,84700.0,3.4,269101.4
Block-1215,6400.0,2.08,16309.7
Block-1216,23000.0,4.38,112488.2
Block-1217,17000.0,3.48,57303.9
Block-1218,5500.0,1.26,8938.3
Block-1219,1700.0,2.5,4082.9
Block-1220,5200.0,-1.19,1522.4
Block-1221,8100.0,2.18,18637.4
Block-1222,900.0,1.5,1330.7
Block-1223,2000.0,2.41,4739.3
Block-1224,5600.0,3.15,16526.9
Block-1225,17700.0,1.02,25350.2
Block-1226,1700.0,1.48,2637.3
Block-1227,8300.0,4.15,29542.0
Block-1228,900.0,1.56,1435.9
Block-1229,1700.0,1.5,2640.9
Block-1230,900.0,1.49,1306.9
Block-1231,9400.0,3.39,31020.7
Block-1232,17500.0,3.52,63019.5
Block-1233,7000.0,3.84,26165.6
Block-1234,2000.0,1.19,2413.1
Block-1235,2100.0,4.43,9057.4
Block-1236,16100.0,1.43,36529.0
Block-1237,1200.0,1.82,2202.5
Block-1238,1200.0,2.59,3114.3
Block-1239,1200.0,0.93,1074.0
Block-1240,900.0,5.31,4753.6
Block-1241,900.0,0.84,741.6
Block-1242,4400.0,1.8,7867.3
Block-1243,17300.0,4.07,69227.2
Block-1244,7700.0,1.48,12472.1
Block-1245,900.0,0.42,397.4
Block-1246,900.0,1.62,1443.8
Block-1247,1800.0,3.24,6003.2
Block-1248,1500.0,2.23,3281.7
Block-1249,4600.0,2.81,12563.1
Block-1250,6000.0,4.28,27335.5
Block-1251,900.0,1.23,1133.7
Block-1252,1800.0,0.86,1562.3
Block-1253,2100.0,2.84,6026.5
Block-1254,1500.0,0.94,1466.9
Block-1255,5000.0,2.97,15556.9
Block-1256,900.0,2.12,1885.6
Block-1257,2100.0,1.76,3894.0
Block-1258,900.0,1.87,1650.8
Block-1259,167800.0,2.12,359456.6
Block-1260,17000.0,3.27,53581.6
Block-1261,14900.0,3.5,52951.5
Block-1262,900.0,3.58,3209.9
Block-1263,900.0,2.08,1860.2
Block-1264,1200.0,2.66,3228.8
Block-1265,5800.0,2.88,15717.2
Block-1266,900.0,1.49,1372.9
Block-1267,45500.0,4.33,230736.9
Block-1268,18000.0,3.25,56689.4
Block-1269,10800.0,4.08,42571.4
Block-1270,46900.0,3.48,185283.9
Block-1271,9400.0,1.09,12332.4
Block-1272,6100.0,1.73,10488.0
Block-1273,87800.0,1.53,166188.0
Block-1274,1500.0,3.89,5801.9
Block-1275,2700.0,0.72,1902.4
Block-1276,900.0,1.47,1339.8
Block-1277,900.0,1.01,936.1
Block-1278,2100.0,1.31,2699.7
Block-1279,900.0,1.0,946.2
Block-1280,3300.0,2.06,6854.0
Block-1281,1700.0,1.64,2847.9
Block-1282,2800.0,0.97,2488.8
Block-1283,900.0,1.8,1695.3
Block-1284,900.0,1.62,1487.6
Block-1285,32700.0,3.42,111883.9
Block-1286,900.0,1.37,1257.4
Block-1287,21200.0,2.38,51867.2
Block-1288,900.0,1.53,1398.0
Block-1289,1600.0,1.84,3163.7
Block-1290,900.0,1.92,1727.0
Block-1291,5000.0,4.12,19215.6
Block-1292,2700.0,0.29,1235.2
Block-1293,2400.0,2.58,6337.5
Block-1294,1200.0,3.48,4225.2
Block-1295,1200.0,2.74,3350.2
Block-1296,15100.0,4.48,68145.7
Block-1297,13300.0,-0.54,1340.3
Block-1298,1200.0,2.31,2736.9
Block-1299,4100.0,3.73,14399.2
Block-1300,900.0,1.31,1199.5
Block-1301,3700.0,2.87,11205.3
Block-1302,2900.0,2.28,6611.6
Block-1303,4200.0,2.2,11647.6
Block-1304,2300.0,1.41,3416.9
Block-1305,900.0,1.42,1324.5
Block-1306,1200.0,1.05,1317.3
Block-1307,1800.0,1.83,3322.3
Block-1308,1200.0,3.65,4379.2
Block-1309,3100.0,1.98,6054.9
Block-1310,1400.0,1.12,1567.2
Block-1311,900.0,1.61,1485.6
Block-1312,3000.0,1.44,4410.2
Block-1313,20200.0,4.1,80696.8
Block-1314,75900.0,4.74,365955.7
Block-1315,1200.0,2.66,3134.7
Block-1316,2400.0,1.53,3823.7
Block-1317,1500.0,2.41,3598.5
Block-1318,3000.0,2.32,7250.7
Block-1319,2800.0,0.75,2122.4
Block-1320,19200.0,4.76,92820.2
Block-1321,3300.0,1.69,5678.8
Block-1322,2200.0,1.34,2882.4
Block-1323,93300.0,4.3,402366.7
Block-1324,900.0,1.27,1200.7
Block-1325,1200.0,0.31,555.2
Block-1326,7700.0,0.56,5513.7
Block-1327,7600.0,1.97,16850.2
Block-1328,98100.0,8.77,798552.8
Block-1329,1200.0,2.23,2583.6
Block-1330,2900.0,0.79,2420.3
Block-1331,4200.0,1.59,6924.4
Block-1332,1800.0,2.76,5081.8
Block-1333,2000.0,1.07,1997.8
Block-1334,4600.0,2.93,13282.0
Block-1335,10500.0,3.89,41391.1
Block-1336,900.0,1.12,1010.0
Block-1337,2100.0,2.11,4429.9
Block-1338,2900.0,1.67,5184.2
Block-1339,900.0,2.26,2051.6
Block-1340,3700.0,0.57,2415.6
Block-1341,2700.0,2.49,6941.4
Block-1342,5200.0,2.03,11337.5
Block-1343,1200.0,1.94,2328.1
Block-1344,2000.0,1.68,3317.0
Block-1345,8200.0,2.31,18573.6
Block-1346,2500.0,1.47,3685.8
Block-1347,2900.0,1.57,4822.5
Block-1348,900.0,1.01,933.8
Block-1349,6900.0,1.0,6856.2
Block-1350,3200.0,1.34,4701.0
Block-1351,9400.0,3.61,35819.8
Block-1352,1200.0,2.97,3576.4
Block-1353,7300.0,3.82,27570.0
Block-1354,28800.0,1.15,46089.3
Block-1355,312700.0,3.11,1604186.5
Block-1356,4200.0,2.48,10313.5
Block-1357,1200.0,1.21,1601.3
Block-1358,22800.0,4.53,103882.4
Block-1359,1600.0,1.47,2441.0
Block-1360,8300.0,2.05,20267.3
Block-1361,2400.0,1.75,4214.5
Block-1362,2000.0,0.31,847.7
Block-1363,9200.0,0.92,12507.0
Block-1364,7800.0,2.01,16097.9
Block-1365,5400.0,3.02,16725.3
Block-1366,16900.0,2.76,52585.5
Block-1367,34800.0,0.43,37195.7
Block-1368,1500.0,0.45,936.5
Block-1369,900.0,2.1,1863.7
Block-1370,1200.0,1.63,2154.0
Block-1371,1900.0,2.31,4225.1
Block-1372,7800.0,2.71,21483.8
Block-1373,9300.0,4.79,42126.3
Block-1374,900.0,2.59,2317.9
Block-1375,900.0,2.5,2219.8
Block-1376,14600.0,4.07,59382.5
Block-1377,3500.0,3.56,12514.6
Block-1378,3700.0,1.22,4510.0
Block-1379,7600.0,0.63,7590.9
Block-1380,2300.0,0.83,2019.5
Block-1381,3000.0,1.52,4878.9
Block-1382,2200.0,2.22,4891.4
Block-1383,900.0,0.77,707.7
Block-1384,7100.0,1.53,10596.1
Block-1385,7100.0,0.49,6911.1
Block-1386,10300.0,2.52,27856.8
Block-1387,900.0,1.21,1101.5
Block-1388,2500.0,2.7,6504.6
Block-1389,14400.0,2.35,35590.1
Block-1390,2200.0,2.56,5573.5
Block-1391,1500.0,1.54,2465.5
Block-1392,6200.0,2.6,16598.9
Block-1393,2300.0,0.9,2017.5
Block-1394,10100.0,0.87,11628.3
Block-1395,4300.0,1.71,8071.6
Block-1396,5700.0,1.39,8740.4
Block-1397,12100.0,0.93,11149.5
Block-1398,155700.0,4.88,762425.8
Block-1399,2600.0,0.86,2261.9
Block-1400,1900.0,1.96,3701.4
Block-1401,22900.0,2.35,56448.9
Block-1402,2000.0,2.72,5580.9
Block-1403,7700.0,1.82,14240.3
Block-1404,1200.0,0.85,1007.1
Block-1405,278200.0,5.63,1614400.8
Block-1406,6200.0,1.84,11404.8
Block-1407,2300.0,2.54,6240.6
Block-1408,21600.0,-0.94,5249.0
Block-1409,16400.0,4.94,81667.8
Block-1410,4900.0,1.7,8438.7
Block-1411,8800.0,-1.08,8764.6
Block-1412,900.0,1.9,1771.9
Block-1413,4400.0,1.22,5582.7
Block-1414,37800.0,6.02,228642.8
Block-1415,900.0,1.31,1190.1
Block-1416,81800.0,4.56,408728.3
Block-1417,900.0,1.78,1602.6
Block-1418,14300.0,4.18,59412.9
Block-1419,2300.0,0.2,726.4
Block-1420,13500.0,4.27,56601.1
Block-1421,13300.0,3.17,46000.7
Block-1422,900.0,1.42,1354.1
Block-1423,8400.0,0.18,9409.9
Block-1424,1200.0,0.27,355.0
Block-1425,3600.0,0.96,3708.6
Block-1426,900.0,0.67,628.8
Block-1427,1500.0,1.85,2853.2
Block-1428,900.0,1.36,1263.7
Block-1429,14600.0,4.32,66441.3
Block-1430,2200.0,2.41,5168.8
Block-1431,25000.0,1.46,71874.4
Block-1432,1800.0,1.68,2978.0
Block-1433,3000.0,-0.42,304.0
Block-1434,2000.0,0.23,894.7
Block-1435,128100.0,2.57,379402.7
Block-1436,1900.0,2.46,4609.8
Block-1437,1200.0,2.35,2875.8
Block-1438,1400.0,1.98,2768.0
Block-1439,900.0,1.14,1037.3
Block-1440,10900.0,1.83,21260.6
Block-1441,900.0,1.38,1246.8
Block-1442,3000.0,1.66,5865.4
Block-1443,3500.0,1.69,5912.4
Block-1444,23500.0,4.23,95279.8
Block-1445,2100.0,2.0,4311.6
