Block,Area_m2,MeanDepth_m,Volume_m3
Block-737,900.0,2.53,2238.2
Block-738,23500.0,10.66,293367.3
Block-739,1500.0,7.68,11162.6
Block-740,10500.0,7.57,83425.6
Block-741,900.0,5.71,5232.2
Block-742,2600.0,11.1,27405.0
Block-743,900.0,5.2,4624.7
Block-744,2300.0,10.81,24174.0
Block-745,5500.0,6.95,37942.2
Block-746,6100.0,4.39,27764.2
Block-747,3000.0,4.5,14991.6
Block-748,59500.0,9.39,632596.3
Block-749,1900.0,5.81,11138.1
Block-750,3500.0,5.38,19118.7
Block-751,900.0,7.19,6480.8
Block-752,900.0,5.4,4795.0
Block-753,6500.0,6.36,41934.6
Block-754,8100.0,13.76,105460.5
Block-755,13200.0,11.8,146743.6
Block-756,900.0,2.86,2625.1
Block-757,1800.0,5.3,9597.3
Block-758,2700.0,3.99,10226.9
Block-759,900.0,3.3,2998.0
Block-760,26800.0,31.07,753248.6
Block-761,1900.0,6.91,12496.6
Block-762,900.0,5.08,4637.1
Block-763,12900.0,11.63,148122.3
Block-764,28600.0,12.29,357890.2
Block-765,2000.0,4.7,9199.1
Block-766,8800.0,9.21,79434.2
Block-767,900.0,0.8,841.8
Block-768,7500.0,14.8,109823.3
Block-769,103200.0,10.91,1231931.0
Block-770,1200.0,4.86,5887.6
Block-771,2800.0,7.4,21072.9
Block-772,8300.0,3.68,28736.0
Block-773,6400.0,7.03,45506.5
Block-774,22762500.0,23.24,529827650.0
Block-775,12800.0,5.99,87190.6
Block-776,1200.0,2.47,3036.8
Block-777,900.0,3.5,3165.5
Block-778,15100.0,8.44,132822.7
Block-779,900.0,3.4,3062.9
Block-780,18800.0,11.62,214445.0
Block-781,2100.0,4.44,10100.0
Block-782,3100.0,7.61,23963.1
Block-783,66700.0,15.01,987083.4
Block-784,7500.0,6.22,46768.4
Block-785,6000.0,2.2,16438.6
Block-786,1200.0,2.79,3374.9
Block-787,9400.0,15.17,132819.8
Block-788,14600.0,4.26,70923.4
Block-789,1500.0,5.02,7693.8
Block-790,1200.0,4.46,5218.9
Block-791,1078900.0,8.69,10802243.8
Block-792,14800.0,14.85,201986.1
Block-793,31300.0,7.87,244910.2
Block-794,2000.0,5.03,9903.2
Block-795,5000.0,0.71,6976.5
Block-796,4600.0,5.01,24693.7
Block-797,3100.0,6.89,22824.0
Block-798,2700.0,4.09,12088.5
Block-799,900.0,5.69,5045.1
Block-800,3900.0,4.17,17786.2
Block-801,900.0,5.74,5191.0
Block-802,1200.0,4.22,5044.3
Block-803,1800.0,3.07,5363.2
Block-804,900.0,1.19,1137.0
Block-805,1200.0,2.92,3637.9
Block-806,900.0,3.7,3275.3
Block-807,4900.0,4.47,21742.2
Block-808,900.0,4.9,4459.7
Block-809,10600.0,8.18,88278.6
Block-810,1200.0,3.43,4104.3
Block-811,16500.0,9.69,154693.1
Block-812,3100.0,4.26,14239.9
Block-813,2700.0,10.47,25984.9
Block-814,900.0,3.99,3604.2
Block-815,4700.0,7.34,31786.4
Block-816,17400.0,14.26,253394.0
Block-817,44500.0,28.9,1167801.5
Block-818,900.0,5.82,5258.0
Block-819,210000.0,10.71,2464594.3
Block-820,5100.0,4.16,20693.4
Block-821,2800.0,7.93,20510.9
Block-822,1900.0,5.61,10528.5
Block-823,7900.0,10.21,80114.1
Block-824,11000.0,8.81,102297.1
Block-825,900.0,4.33,3883.0
Block-826,900.0,4.36,3949.6
Block-827,900.0,3.95,3590.1
Block-828,1900.0,4.2,8418.3
Block-829,59700.0,33.54,1905695.5
Block-830,5500.0,4.69,26986.8
Block-831,272600.0,17.21,4722862.1
Block-832,900.0,5.02,4489.9
Block-833,900.0,3.78,3396.5
Block-834,1800.0,6.37,11546.6
Block-835,4100.0,6.54,25398.8
Block-836,121800.0,15.88,1965280.1
Block-837,900.0,3.01,2736.5
Block-838,14400.0,6.21,90698.4
Block-839,900.0,4.14,3857.8
Block-840,1800.0,2.9,5384.5
Block-841,2500.0,3.8,9572.2
Block-842,1200.0,4.4,5357.2
Block-843,2100.0,4.39,9168.4
Block-844,3400.0,1.14,4215.8
Block-845,8900.0,4.55,37290.4
Block-846,900.0,4.52,4061.0
Block-847,2000.0,5.01,9867.1
Block-848,1200.0,2.72,3383.6
Block-849,900.0,4.54,4074.4
Block-850,1900.0,3.59,6965.0
Block-851,900.0,8.27,7374.7
Block-852,7900.0,7.0,47135.2
Block-853,1200.0,8.76,10787.7
Block-854,900.0,7.46,6690.5
Block-855,900.0,4.29,3909.3
Block-856,1200.0,3.03,3702.5
Block-857,1500.0,2.93,4398.7
Block-858,2500.0,3.83,9615.6
Block-859,44300.0,17.2,761140.2
Block-860,1200.0,4.07,4870.0
Block-861,150000.0,12.5,1937806.6
Block-862,1500.0,9.22,14364.0
Block-863,1200.0,4.78,5654.0
Block-864,2100.0,4.58,9403.1
Block-865,21700.0,13.94,300194.5
Block-866,23700.0,12.31,294414.4
Block-867,17200.0,8.14,151349.3
Block-868,1500.0,4.13,6125.2
Block-869,900.0,9.85,8972.2
Block-870,6600.0,8.12,52151.6
Block-871,1200.0,5.75,6898.4
Block-872,2200.0,1.86,4716.4
Block-873,2400.0,4.65,10803.2
Block-874,900.0,3.14,2781.4
Block-875,900.0,8.12,7305.1
Block-876,22200.0,6.95,150730.7
Block-877,5600.0,8.28,42552.3
Block-878,2900.0,4.18,11756.0
Block-879,900.0,5.09,4575.6
Block-880,5900.0,3.11,18067.6
Block-881,1200.0,2.16,2608.9
Block-882,3000.0,6.8,18715.9
Block-883,5100.0,7.14,36643.9
Block-884,1200.0,3.8,4507.1
Block-885,16800.0,11.99,197902.5
Block-886,1900.0,6.15,13019.8
Block-887,2700.0,13.8,35823.4
Block-888,1800.0,5.09,9273.4
Block-889,5300.0,7.23,38020.0
Block-890,1700.0,6.98,11637.0
Block-891,115500.0,13.88,1560377.8
Block-892,13500.0,0.66,29019.5
Block-893,4400.0,6.8,27341.2
Block-894,21100.0,9.66,207242.5
Block-895,1800.0,4.09,7219.7
Block-896,1800.0,5.5,10133.4
Block-897,43400.0,7.64,346906.7
Block-898,1800.0,4.83,9037.8
Block-899,1200.0,1.35,1588.5
Block-900,2000.0,13.54,26409.9
Block-901,8600.0,12.37,106212.2
Block-902,9300.0,8.97,81488.2
Block-903,19000.0,3.73,90728.7
Block-904,1200.0,3.64,4312.4
Block-905,900.0,4.41,3857.1
Block-906,2900.0,5.85,17048.1
Block-907,42400.0,13.12,576682.0
Block-908,900.0,6.51,5920.1
Block-909,2300.0,4.74,10971.0
Block-910,900.0,3.86,3366.8
Block-911,67200.0,13.11,873645.9
Block-912,900.0,1.99,1892.3
Block-913,1200.0,3.34,3875.3
Block-914,24800.0,10.76,264296.4
Block-915,900.0,4.32,3856.1
Block-916,1500.0,3.45,5382.1
Block-917,4500.0,10.14,43935.8
Block-918,900.0,3.23,2942.0
Block-919,2900.0,4.85,14520.9
Block-920,3700.0,2.33,9234.7
Block-921,121100.0,12.81,1409766.2
Block-922,900.0,6.57,5931.1
Block-923,15900.0,7.06,110391.3
Block-924,1200.0,3.33,4057.8
Block-925,1200.0,5.73,6935.7
Block-926,1200.0,4.28,5064.3
Block-927,5800.0,5.57,32438.2
Block-928,900.0,7.32,6497.8
Block-929,28300.0,15.1,417220.0
Block-930,900.0,2.12,1909.1
Block-931,900.0,12.19,11033.3
Block-932,900.0,3.53,3219.4
Block-933,900.0,3.83,3473.4
Block-934,37200.0,7.71,308330.5
Block-935,2500.0,3.1,7935.0
Block-936,900.0,4.13,3640.0
Block-937,1200.0,6.86,8186.8
Block-938,1200.0,5.09,6173.8
Block-939,900.0,5.92,5278.9
Block-940,2300.0,5.07,11440.2
Block-941,900.0,1.35,1293.2
Block-942,2000.0,5.53,11185.6
Block-943,900.0,7.4,6555.7
Block-944,1200.0,6.17,7374.1
Block-945,2600.0,5.02,12314.6
Block-946,12500.0,7.7,99362.0
Block-947,2800.0,5.3,14676.0
Block-948,1400.0,12.81,17680.9
Block-949,6200.0,7.07,40092.1
Block-950,2259700.0,19.39,42056456.2
Block-951,6200.0,6.53,57531.0
Block-952,2200.0,5.7,12138.3
Block-953,17100.0,10.69,168591.0
Block-954,7200.0,7.03,47774.2
Block-955,2300.0,4.02,8707.6
Block-956,1900.0,6.26,11516.1
Block-957,6000.0,5.42,32377.1
Block-958,138600.0,17.25,2410590.6
Block-959,900.0,3.8,3472.3
Block-960,900.0,4.7,4305.4
Block-961,14000.0,12.11,166651.5
Block-962,16700.0,28.35,433715.6
Block-963,900.0,4.52,4019.8
Block-964,1900.0,9.94,18539.7
Block-965,1700.0,3.24,5399.1
Block-966,2800.0,1.91,7063.0
Block-967,900.0,3.22,2984.0
Block-968,900.0,1.36,1269.6
Block-969,33300.0,12.48,424103.2
Block-970,1700.0,5.84,9777.6
Block-971,900.0,4.61,4212.5
Block-972,2100.0,8.94,18960.0
Block-973,3300.0,6.41,20677.1
Block-974,6200.0,7.69,46548.0
Block-975,3200.0,8.53,28628.9
Block-976,11700.0,10.12,125315.2
Block-977,5600.0,5.67,35599.0
Block-978,15000.0,13.35,203561.6
Block-979,900.0,4.02,3542.6
Block-980,900.0,2.73,2518.9
Block-981,4800.0,4.33,20917.8
Block-982,6200.0,1.03,11010.3
Block-983,900.0,2.36,2136.3
Block-984,5900.0,11.72,69593.5
Block-985,1200.0,4.85,5731.0
Block-986,2222500.0,18.86,42368115.6
Block-987,900.0,9.47,8530.0
Block-988,2100.0,3.26,7103.2
Block-989,3500.0,4.92,17650.7
Block-990,21400.0,12.53,272951.1
Block-991,14900.0,6.9,106537.0
Block-992,1600.0,5.58,8933.0
Block-993,900.0,4.32,3908.8
Block-994,900.0,4.01,3535.3
Block-995,36100.0,11.88,430808.7
Block-996,1200.0,3.39,4042.7
Block-997,2600.0,0.59,2332.0
Block-998,48800.0,11.93,547824.5
Block-999,9800.0,13.1,121890.7
Block-1000,6100.0,16.2,99627.8
Block-1001,900.0,10.1,9073.3
Block-1002,1400.0,6.72,9400.7
Block-1003,900.0,4.25,3871.6
Block-1004,4800.0,14.67,71849.6
Block-1005,7900.0,12.02,96849.0
Block-1006,7200.0,11.73,81511.0
Block-1007,51800.0,14.45,749382.2
Block-1008,3600.0,17.17,59280.0
Block-1009,1200.0,4.22,5089.7
Block-1010,4000.0,3.38,17788.1
Block-1011,2600.0,10.9,27056.8
Block-1012,351000.0,21.18,7356015.6
Block-1013,2600.0,5.73,15001.5
Block-1014,3000.0,7.35,21905.1
Block-1015,17100.0,14.53,254415.0
Block-1016,1900.0,4.6,8625.2
Block-1017,1900.0,7.02,13286.7
Block-1018,2300.0,6.85,15083.2
Block-1019,5700.0,11.27,63204.6
Block-1020,1500.0,3.78,5717.0
Block-1021,900.0,2.81,2719.7
Block-1022,26500.0,6.27,179778.5
Block-1023,900.0,4.23,3739.4
Block-1024,900.0,3.86,3537.0
Block-1025,3500.0,4.82,17299.7
Block-1026,14900.0,18.6,275900.1
Block-1027,2400.0,2.51,6035.4
Block-1028,16800.0,16.28,256498.2
Block-1029,2600.0,15.94,40206.6
Block-1030,1500.0,4.83,6956.2
Block-1031,900.0,5.29,4816.2
Block-1032,900.0,2.61,2313.6
Block-1033,900.0,7.61,6719.2
Block-1034,900.0,3.38,3103.2
Block-1035,53800.0,6.13,363911.7
Block-1036,7200.0,15.31,107340.2
Block-1037,2600.0,3.17,9035.7
Block-1038,1400.0,9.41,13145.3
Block-1039,900.0,3.88,3425.6
Block-1040,900.0,3.7,3409.7
Block-1041,30500.0,13.23,403949.2
Block-1042,10700.0,5.88,64300.8
Block-1043,900.0,3.94,3512.8
Block-1044,900.0,5.98,5324.1
Block-1045,1500.0,10.73,15611.8
Block-1046,2200.0,5.44,11645.4
Block-1047,39700.0,9.61,439282.8
Block-1048,1200.0,6.08,7273.3
Block-1049,2400.0,7.91,18431.6
Block-1050,15800.0,0.59,65283.6
Block-1051,900.0,3.87,3394.5
Block-1052,35400.0,20.77,776458.6
Block-1053,3100.0,6.5,18746.5
Block-1054,900.0,16.12,14474.3
Block-1055,900.0,7.97,7295.9
Block-1056,10900.0,7.66,85335.7
Block-1057,51600.0,12.13,680897.1
Block-1058,900.0,3.55,3292.0
Block-1059,900.0,4.96,4465.7
Block-1060,11400.0,8.57,106042.8
Block-1061,2100.0,5.83,12118.2
Block-1062,1200.0,4.75,5714.6
Block-1063,1500.0,8.16,11815.6
Block-1064,2600.0,5.81,13472.7
Block-1065,1500.0,2.28,3368.2
Block-1066,28100.0,16.09,456303.9
Block-1067,3800.0,4.12,15103.1
Block-1068,900.0,5.1,4598.3
Block-1069,8400.0,8.08,64614.8
Block-1070,9200.0,15.78,142647.3
Block-1071,900.0,4.29,3761.0
Block-1072,7100.0,19.48,131060.2
Block-1073,4600.0,9.69,41223.3
Block-1074,5600.0,5.75,30056.5
Block-1075,5600.0,3.95,22694.2
Block-1076,1500.0,3.7,5600.4
Block-1077,2700.0,3.03,8117.0
Block-1078,1800.0,3.74,6786.7
Block-1079,2600.0,5.52,14461.4
Block-1080,33800.0,13.2,458075.0
Block-1081,10500.0,6.01,68825.7
Block-1082,1200.0,3.21,3759.8
Block-1083,51800.0,18.88,1006725.6
Block-1084,900.0,5.54,4921.3
Block-1085,900.0,4.08,3674.8
Block-1086,11400.0,5.91,68273.6
Block-1087,13500.0,10.72,157479.1
Block-1088,2400.0,8.15,19309.9
Block-1089,1900.0,3.25,6825.3
Block-1090,6700.0,6.0,40958.9
Block-1091,4800.0,9.46,44620.9
Block-1092,900.0,2.61,2329.6
Block-1093,4500.0,14.31,58676.5
Block-1094,900.0,12.52,11145.9
Block-1095,3700.0,7.67,27993.0
Block-1096,3900.0,8.85,34339.2
Block-1097,2000.0,12.18,23547.8
Block-1098,5400.0,7.21,39088.9
Block-1099,900.0,4.32,3863.8
Block-1100,2100.0,3.77,8038.6
Block-1101,1600.0,6.46,10449.8
Block-1102,6700.0,13.49,90348.0
Block-1103,3500.0,7.71,25959.8
Block-1104,900.0,3.62,3230.1
Block-1105,1800.0,6.27,11292.0
Block-1106,8300.0,8.09,64314.5
Block-1107,900.0,3.83,3475.3
Block-1108,200800.0,12.39,2557058.6
Block-1109,7800.0,5.83,43346.5
Block-1110,22000.0,15.0,362412.1
Block-1111,190300.0,17.37,3523002.7
Block-1112,7700.0,18.76,138467.4
Block-1113,2100.0,16.96,35608.0
Block-1114,1500.0,7.66,11234.3
Block-1115,11000.0,10.55,114430.7
Block-1116,3800.0,10.54,38293.3
Block-1117,2100.0,4.86,10485.4
Block-1118,4200.0,9.03,35914.0
Block-1119,1800.0,8.83,16182.1
Block-1120,1200.0,3.88,4607.1
Block-1121,900.0,7.01,6291.9
Block-1122,13000.0,15.18,191911.0
Block-1123,900.0,2.23,2011.9
Block-1124,4300.0,6.13,25995.4
Block-1125,16000.0,10.77,168642.4
Block-1126,1500.0,4.43,6314.7
Block-1127,3200.0,5.97,18327.1
Block-1128,11800.0,8.02,100232.6
Block-1129,900.0,7.16,6390.5
Block-1130,121300.0,10.22,1272889.4
Block-1131,1200.0,13.2,15661.0
Block-1132,35500.0,9.81,335663.5
Block-1133,1200.0,5.62,6567.2
Block-1134,1200.0,3.31,3848.0
Block-1135,2800.0,5.59,16352.4
Block-1136,102600.0,16.4,1652455.9
Block-1137,1200.0,7.26,8804.5
Block-1138,2300.0,13.2,29864.6
Block-1139,1800.0,17.13,28392.3
Block-1140,192400.0,16.7,3337801.2
Block-1141,900.0,9.79,8665.2
Block-1142,1200.0,4.81,5771.4
Block-1143,900.0,6.35,5657.2
Block-1144,900.0,3.3,2929.6
Block-1145,900.0,5.1,4570.9
Block-1146,1200.0,5.11,6165.3
Block-1147,900.0,4.87,4280.2
Block-1148,900.0,10.29,8987.8
Block-1149,900.0,7.08,6080.8
Block-1150,7500.0,15.95,120411.4
Block-1151,7700.0,8.38,61226.8
Block-1152,900.0,5.9,5282.7
Block-1153,900.0,4.74,4275.9
Block-1154,900.0,5.2,4648.7
Block-1155,7300.0,9.9,71328.0
Block-1156,29700.0,5.0,157993.7
Block-1157,4200.0,17.33,73998.3
Block-1158,1800.0,4.57,7971.0
Block-1159,4400.0,4.75,22670.6
Block-1160,3600.0,9.07,32562.2
Block-1161,3500.0,9.74,36396.4
Block-1162,21900.0,7.42,178506.4
Block-1163,6500.0,11.98,74559.9
Block-1164,3800.0,6.86,29245.0
Block-1165,1200.0,7.94,9606.6
Block-1166,1200.0,10.28,12500.1
Block-1167,16800.0,13.92,228972.0
Block-1168,7300.0,19.35,138048.9
Block-1169,900.0,5.13,4706.4
Block-1170,2000.0,4.36,8682.8
Block-1171,2600.0,12.21,30988.6
Block-1172,900.0,10.57,9487.3
Block-1173,3600.0,2.27,7642.8
Block-1174,11600.0,8.79,95734.7
Block-1175,900.0,7.22,6228.4
Block-1176,15500.0,9.6,156439.6
Block-1177,4600.0,9.63,43029.6
Block-1178,1200.0,4.52,5500.2
Block-1179,1800.0,7.77,14125.0
Block-1180,1200.0,3.97,5159.9
Block-1181,1200.0,8.1,9627.8
Block-1182,900.0,7.9,6822.3
Block-1183,1500.0,12.01,18219.4
Block-1184,900.0,1.49,1388.9
Block-1185,2200.0,5.81,13560.0
Block-1186,3500.0,4.41,16230.6
Block-1187,1200.0,5.25,6379.8
Block-1188,2100.0,10.53,18452.8
Block-1189,900.0,4.65,4144.1
Block-1190,1718800.0,34.74,54168318.8
Block-1191,16500.0,16.56,270184.5
Block-1192,1800.0,5.78,10934.6
Block-1193,7200.0,7.7,54424.9
Block-1194,1600.0,6.37,9819.9
Block-1195,1200.0,5.34,6444.5
Block-1196,1200.0,4.83,5604.4
Block-1197,6500.0,13.63,84497.3
Block-1198,1200.0,6.26,7449.4
Block-1199,7400.0,4.2,34543.6
Block-1200,1600.0,6.02,9695.6
Block-1201,9800.0,7.26,68444.2
Block-1202,2700.0,9.68,24205.4
Block-1203,900.0,12.06,10603.1
Block-1204,1800.0,5.74,10335.6
Block-1205,900.0,16.64,14689.4
Block-1206,3700.0,11.65,43284.4
Block-1207,2100.0,4.43,9073.8
Block-1208,3900.0,6.59,23766.4
Block-1209,2300.0,5.85,12901.4
Block-1210,3800.0,5.68,21313.6
Block-1211,2900.0,3.66,11399.3
Block-1212,9700.0,16.77,153368.3
Block-1213,1200.0,4.13,5010.2
Block-1214,7000.0,7.2,52224.7
Block-1215,4000.0,7.99,28887.7
Block-1216,1800.0,4.73,8740.4
Block-1217,3200.0,6.86,21896.7
Block-1218,35300.0,16.81,636230.3
Block-1219,900.0,4.62,4148.9
Block-1220,29500.0,3.88,118516.4
Block-1221,43700.0,11.36,517248.3
Block-1222,20800.0,8.9,185520.7
Block-1223,1500.0,11.75,17530.1
Block-1224,1900.0,10.48,19647.9
Block-1225,900.0,7.46,6698.7
Block-1226,2300.0,5.94,13180.3
Block-1227,12600.0,17.54,228956.0
Block-1228,3300.0,6.89,23166.7
Block-1229,5500.0,5.64,38557.1
Block-1230,1400.0,4.5,6325.5
Block-1231,3300.0,7.32,25568.0
Block-1232,900.0,4.25,3729.8
Block-1233,1500.0,5.01,7415.5
Block-1234,2400.0,1.98,5076.3
Block-1235,4000.0,4.22,16724.4
Block-1236,1200.0,6.02,7345.8
Block-1237,2900.0,3.93,12113.3
Block-1238,900.0,4.44,3981.2
Block-1239,23200.0,22.94,477976.6
Block-1240,2500.0,15.9,39523.4
Block-1241,2800.0,6.94,19147.3
Block-1242,3300.0,2.12,6886.3
Block-1243,68700.0,22.27,1562467.4
Block-1244,900.0,5.25,5037.8
Block-1245,900.0,10.83,9677.8
Block-1246,1800.0,5.77,10513.6
Block-1247,900.0,3.28,2916.5
Block-1248,3400.0,6.74,23441.8
Block-1249,15700.0,9.91,161280.2
Block-1250,54100.0,19.93,966900.8
Block-1251,900.0,5.64,5109.2
Block-1252,900.0,9.18,8378.0
Block-1253,900.0,5.16,4646.7
Block-1254,900.0,4.27,3874.7
Block-1255,9700.0,9.49,89958.4
Block-1256,8700.0,9.6,79312.8
Block-1257,18900.0,14.84,268996.2
Block-1258,11800.0,13.3,153641.8
Block-1259,14600.0,7.63,125780.4
Block-1260,1500.0,12.59,18435.6
Block-1261,1200.0,5.47,6828.4
Block-1262,13300.0,9.28,123541.8
Block-1263,900.0,3.95,3775.9
Block-1264,4300.0,6.05,25737.0
Block-1265,33000.0,14.06,482851.7
Block-1266,900.0,2.45,2285.0
Block-1267,7400.0,14.53,92373.2
Block-1268,900.0,2.36,2038.9
Block-1269,7300.0,11.77,85096.6
Block-1270,8000.0,10.24,83187.5
Block-1271,900.0,5.69,5078.9
Block-1272,3900.0,4.11,15747.8
Block-1273,1500.0,5.99,8302.3
Block-1274,1200.0,5.46,6523.9
Block-1275,900.0,8.0,7175.0
Block-1276,1200.0,2.75,3531.6
Block-1277,900.0,3.41,3067.0
Block-1278,16900.0,13.14,244331.7
Block-1279,900.0,2.32,2245.2
Block-1280,35500.0,19.4,708495.4
Block-1281,900.0,6.15,5787.2
Block-1282,900.0,4.28,3718.7
Block-1283,900.0,4.19,4040.4
Block-1284,2900.0,6.07,17733.0
Block-1285,62600.0,10.68,668559.6
Block-1286,5400.0,14.93,80038.8
Block-1287,900.0,5.64,5181.5
Block-1288,1600.0,7.11,11191.1
Block-1289,900.0,4.31,3884.5
Block-1290,9000.0,5.09,54988.3
Block-1291,9700.0,1.0,25175.8
Block-1292,900.0,3.22,2885.2
Block-1293,2800.0,5.23,14127.1
Block-1294,1800.0,5.76,10808.3
Block-1295,6800.0,11.35,70895.5
Block-1296,2400.0,4.72,11375.7
Block-1297,900.0,6.16,5553.5
Block-1298,3000.0,4.12,14021.3
Block-1299,4600.0,19.56,84836.0
Block-1300,3300.0,5.19,16837.4
Block-1301,1200.0,3.13,3869.3
Block-1302,2500.0,6.23,15426.0
Block-1303,1200.0,5.32,6341.6
Block-1304,48300.0,26.91,1299628.3
Block-1305,6100.0,18.71,120741.6
Block-1306,11100.0,11.04,124381.8
Block-1307,3300.0,4.63,15122.6
Block-1308,1200.0,5.17,6223.3
Block-1309,1900.0,5.64,11089.4
Block-1310,1500.0,11.15,15334.5
Block-1311,900.0,6.06,5442.7
Block-1312,900.0,2.86,2599.2
Block-1313,3900.0,6.99,28024.3
Block-1314,900.0,3.0,2708.9
Block-1315,251700.0,13.91,3646989.8
Block-1316,2800.0,4.14,11738.5
Block-1317,1200.0,3.63,4548.9
Block-1318,900.0,10.13,9051.8
Block-1319,6300.0,6.8,41250.5
Block-1320,31400.0,28.45,848940.2
Block-1321,3500.0,15.61,54702.8
Block-1322,1500.0,3.63,5703.8
Block-1323,5500.0,14.76,81588.3
Block-1324,40800.0,6.08,239203.6
Block-1325,900.0,5.83,5320.8
Block-1326,4100.0,4.08,18405.2
Block-1327,1500.0,5.08,7478.4
Block-1328,1200.0,4.09,4847.6
Block-1329,900.0,5.91,5301.3
Block-1330,1900.0,3.66,7230.5
Block-1331,900.0,4.42,3959.4
Block-1332,2300.0,15.62,34757.5
Block-1333,5100.0,5.61,29222.4
Block-1334,18900.0,15.21,295205.4
Block-1335,1500.0,5.11,7312.0
Block-1336,6000.0,4.35,28003.9
Block-1337,25800.0,10.06,254499.3
Block-1338,1200.0,3.73,4595.0
Block-1339,8500.0,8.41,70141.3
Block-1340,8200.0,6.29,50585.7
Block-1341,1200.0,10.12,12051.1
Block-1342,20500.0,21.17,452808.4
Block-1343,2000.0,5.73,11075.3
Block-1344,1800.0,6.47,11417.3
Block-1345,900.0,3.53,3168.8
Block-1346,3200.0,4.4,13306.2
Block-1347,2400.0,4.56,10837.5
Block-1348,900.0,4.03,3612.4
Block-1349,2200.0,7.2,17202.3
Block-1350,2200.0,8.16,17666.0
Block-1351,2200.0,7.29,15438.7
Block-1352,900.0,4.4,3792.9
Block-1353,1600.0,4.25,6678.6
Block-1354,1500.0,4.17,5952.4
Block-1355,6900.0,18.56,119633.1
Block-1356,5100.0,7.54,37028.4
Block-1357,2700.0,6.08,14925.6
Block-1358,1200.0,14.72,17167.3
Block-1359,2800.0,4.46,12367.7
Block-1360,16100.0,4.89,89863.3
Block-1361,1200.0,2.2,2701.3
Block-1362,3900.0,7.86,28654.6
Block-1363,900.0,3.66,3323.8
Block-1364,4600.0,10.27,47684.5
Block-1365,728000.0,18.21,13127785.9
Block-1366,900.0,4.75,4451.1
Block-1367,38800.0,12.64,551765.6
Block-1368,18900.0,4.55,100946.7
Block-1369,30900.0,14.65,433340.8
Block-1370,3400.0,11.96,39227.8
Block-1371,1400.0,5.22,7182.5
Block-1372,9600.0,12.94,118248.8
Block-1373,1200.0,4.8,5702.4
Block-1374,81500.0,22.39,1849165.6
Block-1375,2700.0,12.12,30693.3
Block-1376,22500.0,17.81,401494.1
Block-1377,3300.0,5.37,17273.5
Block-1378,17100.0,15.19,246711.4
Block-1379,900.0,7.35,6610.8
Block-1380,900.0,3.02,2804.4
Block-1381,4200.0,6.95,27332.8
Block-1382,7200.0,8.28,61673.6
Block-1383,34000.0,13.51,459365.7
Block-1384,1900.0,4.15,7926.6
Block-1385,62900.0,9.08,641051.2
Block-1386,8400.0,15.71,126606.9
Block-1387,3300.0,10.13,32642.4
Block-1388,900.0,5.11,4584.4
Block-1389,4400.0,7.69,34056.0
Block-1390,1200.0,4.95,5967.5
Block-1391,3800.0,4.27,16637.0
Block-1392,1500.0,4.27,6061.0
Block-1393,2400.0,6.18,15049.2
Block-1394,900.0,5.31,4720.1
Block-1395,3300.0,10.13,31552.3
Block-1396,900.0,3.26,3048.7
Block-1397,4300.0,5.48,24214.5
Block-1398,42200.0,19.95,874557.3
Block-1399,2200.0,4.1,9367.1
Block-1400,2400.0,3.86,9094.8
Block-1401,12900.0,7.73,107055.9
Block-1402,900.0,1.24,1169.4
Block-1403,4900.0,9.41,44071.5
Block-1404,1800.0,11.03,17521.9
Block-1405,2300.0,15.28,35138.3
Block-1406,900.0,7.62,6427.5
Block-1407,2900.0,3.85,11296.8
Block-1408,12600.0,8.52,111117.0
Block-1409,2600.0,17.42,43961.2
Block-1410,2000.0,5.05,9658.6
Block-1411,1200.0,4.51,5330.3
Block-1412,1900.0,5.77,11481.0
Block-1413,56500.0,10.23,672424.6
Block-1414,6400.0,12.11,75235.8
Block-1415,1500.0,1.22,2170.0
Block-1416,140000.0,12.72,1787043.6
Block-1417,900.0,2.29,2083.0
Block-1418,19900.0,9.32,189353.5
Block-1419,1200.0,3.94,4738.1
Block-1420,22500.0,14.87,295444.9
Block-1421,24100.0,15.84,374716.6
Block-1422,2400.0,4.38,10060.1
Block-1423,900.0,1.83,1708.0
Block-1424,900.0,2.39,2231.8
Block-1425,4100.0,12.44,51699.7
Block-1426,4700.0,13.94,67566.8
Block-1427,1200.0,1.8,2221.8
Block-1428,28700.0,5.61,175783.7
Block-1429,16500.0,14.85,232314.4
Block-1430,1500.0,1.84,2795.0
Block-1431,900.0,1.84,1653.5
Block-1432,3000.0,11.84,37795.1
Block-1433,900.0,2.57,2401.0
Block-1434,1700.0,5.43,9453.2
Block-1435,900.0,9.15,8092.8
Block-1436,1200.0,5.04,6092.6
Block-1437,900.0,2.99,2651.2
Block-1438,10200.0,14.95,149895.1
Block-1439,900.0,3.87,3497.8
Block-1440,900.0,6.62,6085.0
Block-1441,1200.0,2.63,3219.6
Block-1442,7700.0,7.43,55835.6
Block-1443,1500.0,4.61,6686.3
Block-1444,35900.0,10.31,342003.6
Block-1445,1200.0,4.11,4971.4
Block-1446,900.0,3.04,2688.7
Block-1447,1400.0,4.68,6583.9
Block-1448,3400.0,8.44,28450.4
Block-1449,290000.0,10.48,3375740.2
Block-1450,4800.0,13.06,61480.6
Block-1451,4400.0,6.68,34678.8
Block-1452,15200.0,22.06,309195.2
Block-1453,900.0,3.2,3024.6
Block-1454,6500.0,5.47,35180.8
