Block,Area_m2,MeanDepth_m,Volume_m3
Block-1455,1200.0,5.11,6223.6
Block-1456,2400.0,6.61,16212.2
Block-1457,3100.0,4.85,14876.1
Block-1458,23700.0,11.22,270175.0
Block-1459,3300.0,4.4,15135.9
Block-1460,900.0,3.26,2947.6
Block-1461,2000.0,11.79,23342.4
Block-1462,3300.0,3.58,15988.9
Block-1463,900.0,4.08,3598.8
Block-1464,900.0,3.05,2722.0
Block-1465,10700.0,8.52,87094.9
Block-1466,433000.0,12.2,5392307.0
Block-1467,3100.0,10.77,32483.8
Block-1468,10600.0,9.52,96012.4
Block-1469,19500.0,18.21,334692.6
Block-1470,5500.0,13.2,71693.9
Block-1471,1200.0,4.55,5411.5
Block-1472,900.0,2.22,1990.2
Block-1473,1200.0,6.1,7026.2
Block-1474,3500.0,5.37,19034.6
Block-1475,900.0,4.05,3707.5
Block-1476,2900.0,7.04,19892.3
Block-1477,2600.0,4.09,10982.5
Block-1478,900.0,4.14,3735.7
Block-1479,1600.0,7.23,11610.7
Block-1480,1700.0,5.19,8325.1
Block-1481,2100.0,10.7,23844.3
Block-1482,64900.0,16.58,1144771.6
Block-1483,22200.0,17.63,378405.2
Block-1484,900.0,1.01,931.2
Block-1485,900.0,2.73,2447.5
Block-1486,900.0,2.59,2254.9
Block-1487,1400.0,5.78,7961.3
Block-1488,8200.0,14.11,113328.6
Block-1489,104600.0,24.41,2663637.1
Block-1490,1200.0,5.04,6202.0
Block-1491,900.0,4.46,4024.8
Block-1492,562200.0,11.06,6341285.5
Block-1493,1600.0,3.97,6767.6
Block-1494,1200.0,4.0,4894.4
Block-1495,900.0,3.64,3346.3
Block-1496,250200.0,20.99,5780924.2
Block-1497,3100.0,15.56,46370.1
Block-1498,900.0,5.68,5094.6
Block-1499,2400.0,5.21,12386.9
Block-1500,1500.0,4.3,6726.8
Block-1501,8500.0,9.02,75552.7
Block-1502,3800.0,12.5,49738.8
Block-1503,1200.0,8.2,9711.0
Block-1504,19500.0,12.89,250911.6
Block-1505,900.0,5.33,4734.3
Block-1506,5000.0,8.2,37963.0
Block-1507,16100.0,8.62,115959.4
Block-1508,81200.0,25.62,2036368.8
Block-1509,1600.0,6.13,9806.3
Block-1510,64000.0,9.69,579499.4
Block-1511,900.0,4.18,3823.5
Block-1512,900.0,5.72,4937.8
Block-1513,900.0,5.43,4910.1
Block-1514,2500.0,2.25,6254.3
Block-1515,1600.0,4.73,7449.0
Block-1516,33500.0,19.59,675329.2
Block-1517,1500.0,5.09,7595.4
Block-1518,114200.0,17.28,1896492.4
Block-1519,14900.0,9.63,148569.0
Block-1520,1900.0,7.86,15003.9
Block-1521,8400.0,5.47,43385.7
Block-1522,2400.0,4.14,10003.0
Block-1523,141100.0,20.56,2760632.0
Block-1524,3200.0,7.55,24200.2
Block-1525,72400.0,20.72,1404212.3
Block-1526,1200.0,3.94,4793.8
Block-1527,1800.0,3.47,6401.4
Block-1528,5800.0,11.72,68299.6
Block-1529,900.0,5.02,4374.0
Block-1530,2900.0,15.25,43675.3
Block-1531,3300.0,2.87,9391.5
Block-1532,900.0,4.11,3809.5
Block-1533,2400.0,5.52,13509.6
Block-1534,6900.0,17.32,113977.6
Block-1535,16600.0,20.09,321779.7
Block-1536,1200.0,3.3,3965.6
Block-1537,1200.0,4.08,4988.1
Block-1538,15500.0,24.94,377764.6
Block-1539,900.0,1.82,1607.6
Block-1540,6200.0,7.61,48713.8
Block-1541,2400.0,5.54,13206.2
Block-1542,5400.0,4.71,24140.6
Block-1543,1900.0,7.46,13810.5
Block-1544,1900.0,7.07,13343.5
Block-1545,900.0,2.88,2636.4
Block-1546,14800.0,15.18,222409.0
Block-1547,900.0,2.27,2057.0
Block-1548,900.0,4.39,3964.4
Block-1549,86800.0,16.41,1514149.3
Block-1550,21000.0,17.67,352078.6
Block-1551,900.0,4.31,3877.1
Block-1552,900.0,2.82,2672.3
Block-1553,1200.0,1.64,2120.0
Block-1554,2800.0,8.87,24541.2
Block-1555,3800.0,6.98,24596.7
Block-1556,900.0,4.45,4006.8
Block-1557,13600.0,2.4,38038.8
Block-1558,2100.0,4.38,9383.9
Block-1559,72700.0,16.9,1232139.6
Block-1560,900.0,5.5,4964.8
Block-1561,900.0,10.97,9713.5
Block-1562,1200.0,4.39,5488.5
Block-1563,6700.0,8.05,54448.8
Block-1564,1900.0,4.17,8794.3
Block-1565,900.0,4.09,3640.7
Block-1566,18900.0,7.35,138261.2
Block-1567,22700.0,9.42,208658.8
Block-1568,113900.0,13.67,1755191.4
Block-1569,3400.0,10.3,31490.4
Block-1570,4800.0,6.66,31751.9
Block-1571,9800.0,7.82,75683.4
Block-1572,3500.0,6.04,20767.3
Block-1573,2400.0,1.46,4056.3
Block-1574,5000.0,5.39,26943.2
Block-1575,672800.0,28.64,19722671.9
Block-1576,8500.0,8.91,75075.0
Block-1577,3000.0,6.02,17473.2
Block-1578,900.0,4.52,4059.7
Block-1579,900.0,2.43,2153.7
Block-1580,8900.0,9.59,78334.7
Block-1581,4200.0,7.42,29524.1
Block-1582,900.0,6.92,6217.2
Block-1583,900.0,2.67,2374.7
Block-1584,7800.0,4.4,34656.7
Block-1585,6000.0,12.19,73462.1
Block-1586,900.0,3.07,2776.1
Block-1587,900.0,1.41,1376.9
Block-1588,12400.0,11.69,129245.5
Block-1589,1600.0,4.16,6388.8
Block-1590,900.0,4.63,4111.6
Block-1591,7200.0,6.93,45045.2
Block-1592,24600.0,7.08,191440.2
Block-1593,39100.0,14.16,554558.0
Block-1594,82100.0,8.68,739324.8
Block-1595,900.0,5.1,4548.2
Block-1596,1400.0,3.05,4190.0
Block-1597,900.0,5.95,5282.9
Block-1598,900.0,5.09,4521.3
Block-1599,900.0,3.21,2844.8
Block-1600,75700.0,30.35,2142830.3
Block-1601,6000.0,6.63,41628.4
Block-1602,1500.0,2.84,4648.3
Block-1603,900.0,4.2,3752.0
Block-1604,900.0,4.42,4014.3
Block-1605,4800.0,5.06,24706.6
Block-1606,1500.0,2.85,4298.1
Block-1607,900.0,4.11,3646.0
Block-1608,900.0,3.22,2965.7
Block-1609,60800.0,6.51,412257.3
Block-1610,12400.0,5.25,62273.5
Block-1611,7000.0,7.56,52485.3
Block-1612,2400.0,5.52,13362.5
Block-1613,5800.0,9.01,48799.7
Block-1614,1200.0,2.96,3643.2
Block-1615,4400.0,12.65,50182.4
Block-1616,1200.0,2.39,2806.8
Block-1617,1200.0,2.82,3270.4
Block-1618,13400.0,10.16,130226.6
Block-1619,13900.0,7.63,104561.5
Block-1620,1200.0,4.91,5873.0
Block-1621,10000.0,10.16,107735.2
Block-1622,7500.0,21.22,147564.8
Block-1623,1200.0,5.54,6539.7
Block-1624,7900.0,14.64,113297.6
Block-1625,900.0,1.69,1567.7
Block-1626,900.0,3.48,3106.2
Block-1627,1400.0,7.43,10347.2
Block-1628,2800.0,4.18,11442.4
Block-1629,3100.0,6.5,19774.1
Block-1630,6800.0,4.71,34285.5
Block-1631,6300.0,10.98,67641.2
Block-1632,900.0,15.29,13567.0
Block-1633,4200.0,6.35,25220.3
Block-1634,7000.0,17.65,123263.1
Block-1635,8300.0,8.22,72838.2
Block-1636,900.0,3.7,3233.6
Block-1637,8400.0,10.43,86140.0
Block-1638,900.0,4.01,3530.1
Block-1639,8000.0,6.7,56940.7
Block-1640,2200.0,5.33,12126.6
Block-1641,4700.0,11.23,53333.0
Block-1642,24000.0,13.14,297570.7
Block-1643,3200.0,1.34,4674.6
Block-1644,13000.0,4.6,59935.6
Block-1645,6200.0,8.06,47583.1
Block-1646,900.0,1.57,1395.2
Block-1647,2500.0,4.64,10944.9
Block-1648,2300.0,3.56,7932.1
Block-1649,900.0,5.4,4832.7
Block-1650,31300.0,9.0,272324.6
Block-1651,1500.0,4.29,6382.0
Block-1652,172500.0,13.41,2315142.2
Block-1653,194300.0,35.88,6994494.5
Block-1654,900.0,5.79,5234.7
Block-1655,5400.0,5.62,32495.6
Block-1656,900.0,3.56,3173.1
Block-1657,3200.0,6.25,19892.4
Block-1658,22100.0,5.89,140325.0
Block-1659,900.0,2.75,2473.1
Block-1660,4400.0,8.75,36629.8
Block-1661,5400.0,5.62,29960.4
Block-1662,1200.0,3.44,4016.2
Block-1663,3300.0,4.28,14135.3
Block-1664,4200.0,7.12,28275.2
Block-1665,15300.0,12.24,183832.9
Block-1666,13600.0,8.56,116554.0
Block-1667,1200.0,12.49,14864.7
Block-1668,2400.0,15.22,36274.8
Block-1669,3700.0,6.04,21452.9
Block-1670,11100.0,6.79,77671.7
Block-1671,3400.0,5.38,18132.8
Block-1672,37500.0,2.93,154181.6
Block-1673,900.0,5.02,4546.7
Block-1674,900.0,4.3,3851.5
Block-1675,5400.0,6.82,35499.7
Block-1676,1700.0,6.31,9771.9
Block-1677,57100.0,12.81,765159.8
Block-1678,900.0,4.74,4231.9
Block-1679,3100.0,7.18,22450.2
Block-1680,1800.0,4.6,8239.4
Block-1681,15300.0,10.59,166908.8
Block-1682,179100.0,21.27,3870484.8
Block-1683,54700.0,28.09,1558324.3
Block-1684,17200.0,21.98,384921.5
Block-1685,39100.0,29.87,1145356.4
Block-1686,2500.0,2.77,8871.0
Block-1687,7600.0,6.25,44079.8
Block-1688,6000.0,8.76,50929.8
Block-1689,600.0,3.5,2114.5
Block-1690,74800.0,14.1,1079167.3
Block-1691,3000.0,6.99,18828.4
Block-1692,4200.0,5.82,23583.2
Block-1693,600.0,6.52,3864.1
Block-1694,3100.0,4.57,13486.4
Block-1695,14900.0,10.76,154462.3
Block-1696,9300.0,5.19,50276.6
Block-1697,17200.0,8.83,140278.5
Block-1698,1500.0,4.28,7358.8
Block-1699,900.0,2.98,2723.0
Block-1700,900.0,5.09,4599.5
Block-1701,274600.0,10.99,3135441.8
Block-1702,600.0,1.17,738.3
Block-1703,119000.0,13.6,1761984.0
Block-1704,57700.0,19.94,1113094.1
Block-1705,695800.0,21.47,16184384.4
