Block,Area_m2,MeanDepth_m,Volume_m3
Block-737,7500.0,7.87,57645.3
Block-738,4800.0,8.34,39298.3
Block-739,6200.0,8.78,54426.3
Block-740,2400.0,5.9,14470.5
Block-741,1200.0,6.24,7379.6
Block-742,2100.0,4.2,8533.4
Block-743,4400.0,4.64,20232.5
Block-744,900.0,4.28,3848.0
Block-745,6700.0,11.61,70997.5
Block-746,1200.0,4.85,5708.1
Block-747,900.0,3.69,3252.5
Block-748,1200.0,3.93,4872.6
Block-749,1900.0,5.49,10610.7
Block-750,1800.0,1.77,3627.3
Block-751,17400.0,9.0,149932.0
Block-752,1200.0,2.39,2858.8
Block-753,1700.0,5.11,8752.4
Block-754,900.0,2.3,2081.3
Block-755,4600.0,3.3,14639.6
Block-756,1600.0,4.42,7260.3
Block-757,1400.0,5.2,7179.7
Block-758,5600.0,8.67,43695.6
Block-759,1200.0,5.32,6397.2
Block-760,900.0,3.9,3481.8
Block-761,900.0,3.02,2663.3
Block-762,1800.0,3.43,6112.0
Block-763,1200.0,5.82,6928.9
Block-764,3600.0,4.88,17345.7
Block-765,4700.0,4.85,22345.8
Block-766,4000.0,2.18,9292.1
Block-767,900.0,1.86,1726.8
Block-768,1400.0,5.21,7280.2
Block-769,1500.0,4.33,6201.3
Block-770,1500.0,6.16,8557.3
Block-771,900.0,3.58,3099.9
Block-772,1800.0,5.8,10424.7
Block-773,3700.0,6.96,26242.9
Block-774,2500.0,5.86,14568.1
Block-775,900.0,4.56,4043.9
Block-776,900.0,2.04,1849.3
Block-777,1200.0,3.97,4626.5
Block-778,7800.0,7.85,59735.9
Block-779,31500.0,14.62,440004.0
Block-780,900.0,2.85,2590.9
Block-781,2700.0,6.02,16441.6
Block-782,1500.0,8.03,11928.2
Block-783,900.0,3.12,2707.5
Block-784,12900.0,11.64,153459.5
Block-785,2000.0,6.82,13424.3
Block-786,2700.0,5.48,15062.2
Block-787,12900.0,7.81,99471.2
Block-788,1200.0,5.11,6124.3
Block-789,3700.0,2.66,9895.3
Block-790,2700.0,4.84,12775.4
Block-791,3100.0,5.99,18457.4
Block-792,3400.0,5.4,18106.7
Block-793,2900.0,8.14,22923.1
Block-794,900.0,2.23,1922.3
Block-795,10200.0,5.98,60969.0
Block-796,25300.0,7.49,191933.8
Block-797,3800.0,6.63,24645.6
Block-798,3400.0,5.35,17493.9
Block-799,40000.0,9.45,384941.9
Block-800,900.0,3.94,3523.5
Block-801,179900.0,15.81,3008653.9
Block-802,3000.0,4.55,13240.8
Block-803,42300.0,9.67,441053.4
Block-804,2722200.0,17.87,49246725.0
Block-805,600.0,4.95,2917.0
Block-806,4800.0,5.69,27738.7
Block-807,4700.0,4.36,20588.4
Block-808,1800.0,6.39,11793.8
Block-809,1800.0,4.52,8879.9
Block-810,9300.0,4.04,42005.3
Block-811,30200.0,5.85,180910.1
Block-812,9500.0,8.51,76362.8
Block-813,142945100.0,20.84,3083126200.0
